participant_id,block,trial_id,stimulus,condition,is_word,syllable_length,frequency_group,frequency,log_frequency,source_realword,correct_response,key_pressed,response_label,accuracy,rt,source_file,source_encoding,row_in_file,item_id,rt_numeric,log_rt,is_timeout,is_main_trial,is_practice_trial,is_real_word,is_pseudoword,is_correct,accuracy_numeric,syllable_length_numeric,frequency_numeric,log_frequency_numeric
10,main,LDT3X4_073,nước hoa hồng,word,1,3,low,8,2.079441542,nước hoa hồng,word,f,word,1,0.591488,10_session-001_ldt_20260522_231506.csv,utf-8-sig,90,LDT3X4_073,0.591488,-0.5251138831743906,False,True,False,True,False,True,1,3,8.0,2.079441542
10,main,LDT3X4_067,vật,word,1,1,mid,252,5.529429088,vật,word,f,word,1,0.585086,10_session-001_ldt_20260522_231506.csv,utf-8-sig,91,LDT3X4_067,0.585086,-0.5359964340079696,False,True,False,True,False,True,1,1,252.0,5.529429088
10,main,LDT3X4_015,hệ thống,word,1,2,high,37,3.610917913,hệ thống,word,f,word,1,0.452227,10_session-001_ldt_20260522_231506.csv,utf-8-sig,92,LDT3X4_015,0.452227,-0.7935710128269611,False,True,False,True,False,True,1,2,37.0,3.610917913
10,main,LDT3X4_099,nước muối,word,1,2,low,11,2.397895273,nước muối,word,f,word,1,0.479474,10_session-001_ldt_20260522_231506.csv,utf-8-sig,93,LDT3X4_099,0.479474,-0.7350656092778859,False,True,False,True,False,True,1,2,11.0,2.397895273
10,main,LDT3X4_064,nước xốt,word,1,2,low,12,2.48490665,nước xốt,word,f,word,1,0.396377,10_session-001_ldt_20260522_231506.csv,utf-8-sig,94,LDT3X4_064,0.396377,-0.9253895004094553,False,True,False,True,False,True,1,2,12.0,2.48490665
10,main,LDT3X4_112,chuyên viên tư vấn,word,1,4,high,7,1.9459101490553128,chuyên viên tư vấn,word,f,word,1,0.60732,10_session-001_ldt_20260522_231506.csv,utf-8-sig,95,LDT3X4_112,0.60732,-0.4986994439681502,False,True,False,True,False,True,1,4,7.0,1.9459101490553128
10,main,LDT3X4_007,mối quan hế,pseudoword,0,3,control,NA,NA,mối quan hệ,nonword,j,nonword,1,1.140985,10_session-001_ldt_20260522_231506.csv,utf-8-sig,96,LDT3X4_007,1.140985,0.1318919244306847,False,True,False,False,True,True,1,3,,
10,main,LDT3X4_046,hoạt động xã hội,word,1,4,mid,5,1.609437912,hoạt động xã hội,word,f,word,1,0.454377,10_session-001_ldt_20260522_231506.csv,utf-8-sig,97,LDT3X4_046,0.454377,-0.7888280290534215,False,True,False,True,False,True,1,4,5.0,1.609437912
10,main,LDT3X4_054,rúng,pseudoword,0,1,control,NA,NA,rừng,nonword,j,nonword,1,0.667945,10_session-001_ldt_20260522_231506.csv,utf-8-sig,98,LDT3X4_054,0.667945,-0.40354944416457195,False,True,False,False,True,True,1,1,,
10,main,LDT3X4_041,công nghệ thông tin,word,1,4,mid,6,1.791759469,công nghệ thông tin,word,f,word,1,0.432522,10_session-001_ldt_20260522_231506.csv,utf-8-sig,99,LDT3X4_041,0.432522,-0.8381220868518645,False,True,False,True,False,True,1,4,6.0,1.791759469
10,main,LDT3X4_058,cây xanh,word,1,2,low,12,2.48490665,cây xanh,word,f,word,1,0.497383,10_session-001_ldt_20260522_231506.csv,utf-8-sig,100,LDT3X4_058,0.497383,-0.6983949259210701,False,True,False,True,False,True,1,2,12.0,2.48490665
10,main,LDT3X4_070,chuyện tình cảm,word,1,3,high,48,3.87120101090789,chuyện tình cảm,word,f,word,1,0.70833,10_session-001_ldt_20260522_231506.csv,utf-8-sig,101,LDT3X4_070,0.70833,-0.34484519218515514,False,True,False,True,False,True,1,3,48.0,3.87120101090789
